"Cluster","Organization","ProjectCode","MONTH","Objective","Priority","Activity","Indicator","Accumulative","Country","Admin1","AnnualTarget","Achieved"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaffrine","1124","105.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kédougou","344","23.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kolda","2527","67.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Louga","1378","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Matam","2794","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Saint-Louis","2125","92.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Sédhiou","1097","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Tambacounda","1437","79.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Thiès","3092","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Diourbel","2311","151.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Fatick","784","28.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","1124","116.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kédougou","344","21.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kolda","2527","51.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Louga","1378","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","2794","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Saint-Louis","2125","158.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1097","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Tambacounda","1437","141.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Thiès","3092","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","May","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 1","Priority 5: Malnutrition","Coordination of nutrition actors - mapping - information sharing","Number of information reports, mapping available","NO","Senegal","Matam","1","1.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 1","Priority 5: Malnutrition","Coordination with other sectors to ensure coherence and strengthening fo vulnerabilities","Number other sectors integrating nutrition vulnerabilities in their reponse","NO","Senegal","Matam","2","2.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 1","Priority 5: Malnutrition","Monitoring and evaluation involving the most vulnerable","Number disctrict supported  with effective mechanisms for representative and participatory input from all users at all phases","NO","Senegal","Matam","4","4.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 1","Priority 5: Malnutrition","Support and encourage countries to participate in global initiatives as SUN, REACH, AGIR","presence of multi-sector common result framework for nutrition and actions","NO","Senegal","Matam","1","1.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 2","Priority 5: Malnutrition","Communication for development on essential nutrition practices, infant and young child feeding","Number persons benefiting of C4D activities ( Number girls)","NO","Senegal","Matam","1800","83.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 2","Priority 5: Malnutrition","Communication for development on essential nutrition practices, infant and young child feeding","Number persons benefiting of C4D activities ( Number women)","NO","Senegal","Matam","7200","333.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 2","Priority 5: Malnutrition","Establishment or revision of a protocol for management of acute malnutrition answering standards, implementation of the necessary tools and adequate","A national day protocol, answering standard - as well as adapted tools for the management of acute malnutrition exist","NO","Senegal","Matam","82","82.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of people (men Number) beneficiant of IYCF activities","NO","Senegal","Matam","7200","333.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number girls) beneficiant of IYCF activities","NO","Senegal","Matam","1800","83.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number girls) Have you know at least 3 IYCF messages","NO","Senegal","Matam","1800","83.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number women) Have you know at least 3 IYCF messages","NO","Senegal","Matam","7200","333.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number boys)","NO","Senegal","Matam","4500","208.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number girls)","NO","Senegal","Matam","4500","208.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","4500","208.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","4500","208.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number boys )","NO","Senegal","Matam","4500","208.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","January","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number girls)","NO","Senegal","Matam","4500","208.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 1","Priority 5: Malnutrition","Coordination of nutrition actors - mapping - information sharing","Number of information reports, mapping available","NO","Senegal","Matam","1","1.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 1","Priority 5: Malnutrition","Coordination with other sectors to ensure coherence and strengthening fo vulnerabilities","Number other sectors integrating nutrition vulnerabilities in their reponse","NO","Senegal","Matam","2","2.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 1","Priority 5: Malnutrition","Monitoring and evaluation involving the most vulnerable","Number disctrict supported  with effective mechanisms for representative and participatory input from all users at all phases","NO","Senegal","Matam","4","4.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 1","Priority 5: Malnutrition","Support and encourage countries to participate in global initiatives as SUN, REACH, AGIR","presence of multi-sector common result framework for nutrition and actions","NO","Senegal","Matam","1","1.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 2","Priority 5: Malnutrition","Communication for development on essential nutrition practices, infant and young child feeding","Number persons benefiting of C4D activities ( Number girls)","NO","Senegal","Matam","1800","50.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 2","Priority 5: Malnutrition","Communication for development on essential nutrition practices, infant and young child feeding","Number persons benefiting of C4D activities ( Number women)","NO","Senegal","Matam","7200","198.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 2","Priority 5: Malnutrition","Establishment or revision of a protocol for management of acute malnutrition answering standards, implementation of the necessary tools and adequate","A national day protocol, answering standard - as well as adapted tools for the management of acute malnutrition exist","NO","Senegal","Matam","82","82.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of people (men Number) beneficiant of IYCF activities","NO","Senegal","Matam","7200","198.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number girls) beneficiant of IYCF activities","NO","Senegal","Matam","1800","50.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number girls) Have you know at least 3 IYCF messages","NO","Senegal","Matam","1800","50.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number women) Have you know at least 3 IYCF messages","NO","Senegal","Matam","7200","198.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number boys)","NO","Senegal","Matam","4500","124.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number girls)","NO","Senegal","Matam","4500","124.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","4500","124.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","4500","124.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number boys )","NO","Senegal","Matam","4500","124.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","February","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number girls)","NO","Senegal","Matam","4500","124.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 1","Priority 5: Malnutrition","Coordination of nutrition actors - mapping - information sharing","Number of information reports, mapping available","NO","Senegal","Matam","1","1.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 1","Priority 5: Malnutrition","Coordination with other sectors to ensure coherence and strengthening fo vulnerabilities","Number other sectors integrating nutrition vulnerabilities in their reponse","NO","Senegal","Matam","2","2.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 1","Priority 5: Malnutrition","Monitoring and evaluation involving the most vulnerable","Number disctrict supported  with effective mechanisms for representative and participatory input from all users at all phases","NO","Senegal","Matam","4","4.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 1","Priority 5: Malnutrition","Support and encourage countries to participate in global initiatives as SUN, REACH, AGIR","presence of multi-sector common result framework for nutrition and actions","NO","Senegal","Matam","1","1.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 2","Priority 5: Malnutrition","Communication for development on essential nutrition practices, infant and young child feeding","Number persons benefiting of C4D activities ( Number girls)","NO","Senegal","Matam","1800","34.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 2","Priority 5: Malnutrition","Communication for development on essential nutrition practices, infant and young child feeding","Number persons benefiting of C4D activities ( Number women)","NO","Senegal","Matam","7200","137.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 2","Priority 5: Malnutrition","Establishment or revision of a protocol for management of acute malnutrition answering standards, implementation of the necessary tools and adequate","A national day protocol, answering standard - as well as adapted tools for the management of acute malnutrition exist","NO","Senegal","Matam","82","82.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of people (men Number) beneficiant of IYCF activities","NO","Senegal","Matam","7200","137.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number girls) beneficiant of IYCF activities","NO","Senegal","Matam","1800","34.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number girls) Have you know at least 3 IYCF messages","NO","Senegal","Matam","1800","34.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number women) Have you know at least 3 IYCF messages","NO","Senegal","Matam","7200","137.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number boys)","NO","Senegal","Matam","4500","86.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number girls)","NO","Senegal","Matam","4500","84.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","4500","86.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","4500","84.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number boys )","NO","Senegal","Matam","4500","84.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","March","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number girls)","NO","Senegal","Matam","4500","86.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 1","Priority 5: Malnutrition","Coordination of nutrition actors - mapping - information sharing","Number of information reports, mapping available","NO","Senegal","Matam","1","1.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 1","Priority 5: Malnutrition","Coordination with other sectors to ensure coherence and strengthening fo vulnerabilities","Number other sectors integrating nutrition vulnerabilities in their reponse","NO","Senegal","Matam","2","2.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 1","Priority 5: Malnutrition","Monitoring and evaluation involving the most vulnerable","Number disctrict supported  with effective mechanisms for representative and participatory input from all users at all phases","NO","Senegal","Matam","4","4.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 1","Priority 5: Malnutrition","Support and encourage countries to participate in global initiatives as SUN, REACH, AGIR","presence of multi-sector common result framework for nutrition and actions","NO","Senegal","Matam","1","1.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 2","Priority 5: Malnutrition","Communication for development on essential nutrition practices, infant and young child feeding","Number persons benefiting of C4D activities ( Number girls)","NO","Senegal","Matam","1800","44.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 2","Priority 5: Malnutrition","Communication for development on essential nutrition practices, infant and young child feeding","Number persons benefiting of C4D activities ( Number women)","NO","Senegal","Matam","7200","174.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 2","Priority 5: Malnutrition","Establishment or revision of a protocol for management of acute malnutrition answering standards, implementation of the necessary tools and adequate","A national day protocol, answering standard - as well as adapted tools for the management of acute malnutrition exist","NO","Senegal","Matam","82","82.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of people (men Number) beneficiant of IYCF activities","NO","Senegal","Matam","7200","174.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number girls) beneficiant of IYCF activities","NO","Senegal","Matam","1800","44.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number girls) Have you know at least 3 IYCF messages","NO","Senegal","Matam","1800","44.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Awareness ""Infant Feeding and Young Child""","Number of persons (Number women) Have you know at least 3 IYCF messages","NO","Senegal","Matam","7200","174.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number boys)","NO","Senegal","Matam","4500","109.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number girls)","NO","Senegal","Matam","4500","109.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","4500","109.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","4500","109.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number boys )","NO","Senegal","Matam","4500","109.00"
"Nutrition","ACF - Spain","SEN-14/H/65667","April","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number girls)","NO","Senegal","Matam","4500","109.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number boys)","NO","Senegal","Kolda",NA,"3928.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number girls)","NO","Senegal","Kolda",NA,"3959.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of pregnant and lactating women receiving supplementary ration","NO","Senegal","Saint-Louis","0","851.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Fatick","1567","377.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","2817","321.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1825","1701.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4150","880.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1369","840.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","198","80.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Fatick","1579","504.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","2838","360.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1839","1911.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4183","1046.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1378","1103.00"
"Nutrition","World Food Programme","SEN-14/H/65728","January","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","199","98.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number boys)","NO","Senegal","Saint-Louis","12383","235.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of children under the age of 6-59 months receiving a supplementary ration (Number girls)","NO","Senegal","Saint-Louis","12482","237.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Blanket suplementary feeding","Number of pregnant and lactating women receiving supplementary ration","NO","Senegal","Saint-Louis","0","180.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1825","1047.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4150","1089.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1369","512.00"
